        f (GHz),             |S[1][1]| (dB),        arg(S[1][1]) (deg.),             |S[2][1]| (dB),        arg(S[2][1]) (deg.),             |S[3][1]| (dB),        arg(S[3][1]) (deg.),             |S[4][1]| (dB),        arg(S[4][1]) (deg.),             |S[1][2]| (dB),        arg(S[1][2]) (deg.),             |S[2][2]| (dB),        arg(S[2][2]) (deg.),             |S[3][2]| (dB),        arg(S[3][2]) (deg.),             |S[4][2]| (dB),        arg(S[4][2]) (deg.),             |S[1][3]| (dB),        arg(S[1][3]) (deg.),             |S[2][3]| (dB),        arg(S[2][3]) (deg.),             |S[3][3]| (dB),        arg(S[3][3]) (deg.),             |S[4][3]| (dB),        arg(S[4][3]) (deg.),             |S[1][4]| (dB),        arg(S[1][4]) (deg.),             |S[2][4]| (dB),        arg(S[2][4]) (deg.),             |S[3][4]| (dB),        arg(S[3][4]) (deg.),             |S[4][4]| (dB),        arg(S[4][4]) (deg.)
 1.39200000e+02,        -1.026028693887e+01,        +1.054963908168e+02,        -5.976496483472e+00,        -7.096295383297e+01,        -3.541894277158e+00,        -1.466044876904e+02,        -1.110507811423e+01,        -1.115306126322e+02,        -5.976496483472e+00,        -7.096295383297e+01,        -1.026783757964e+01,        +1.055123606855e+02,        -1.109844953287e+01,        -1.115460591895e+02,        -3.541735744867e+00,        -1.466060393940e+02,        -3.541894277158e+00,        -1.466044876904e+02,        -1.109844953287e+01,        -1.115460591895e+02,        -1.026004481365e+01,        +1.054160891668e+02,        -5.979455610757e+00,        -7.091769201371e+01,        -1.110507811423e+01,        -1.115306126322e+02,        -3.541735744867e+00,        -1.466060393940e+02,        -5.979455610757e+00,        -7.091769201371e+01,        -1.025475185824e+01,        +1.053986819886e+02
 1.40800000e+02,        -1.069131119470e+01,        +1.033119956341e+02,        -5.861456244983e+00,        -7.206661755859e+01,        -3.490612391765e+00,        -1.487929187047e+02,        -1.137596796662e+01,        -1.127850065247e+02,        -5.861456244983e+00,        -7.206661755859e+01,        -1.069948488359e+01,        +1.033251127173e+02,        -1.136917603851e+01,        -1.128041111304e+02,        -3.490460268610e+00,        -1.487945576139e+02,        -3.490612391765e+00,        -1.487929187047e+02,        -1.136917603851e+01,        -1.128041111304e+02,        -1.069109864198e+01,        +1.032228602826e+02,        -5.864269291492e+00,        -7.202060735746e+01,        -1.137596796662e+01,        -1.127850065247e+02,        -3.490460268610e+00,        -1.487945576139e+02,        -5.864269291492e+00,        -7.202060735746e+01,        -1.068541321866e+01,        +1.032080695147e+02
 1.42400000e+02,        -1.115807092522e+01,        +1.010518146166e+02,        -5.747212362269e+00,        -7.322780797750e+01,        -3.442210399968e+00,        -1.509989410050e+02,        -1.166679066948e+01,        -1.139632728143e+02,        -5.747212362269e+00,        -7.322780797750e+01,        -1.116694146667e+01,        +1.010615903912e+02,        -1.165984747620e+01,        -1.139864668546e+02,        -3.442065572223e+00,        -1.510006675323e+02,        -3.442210399968e+00,        -1.509989410050e+02,        -1.165984747620e+01,        -1.139864668546e+02,        -1.115787330855e+01,        +1.009527032525e+02,        -5.749879143879e+00,        -7.318111843207e+01,        -1.166679066948e+01,        -1.139632728143e+02,        -3.442065572223e+00,        -1.510006675323e+02,        -5.749879143879e+00,        -7.318111843207e+01,        -1.115175237352e+01,        +1.009409844891e+02
 1.44000000e+02,        -1.166450903842e+01,        +9.870518192022e+01,        -5.634521013750e+00,        -7.444644865948e+01,        -3.396855801573e+00,        -1.532213053836e+02,        -1.197855704032e+01,        -1.150473471917e+02,        -5.634521013750e+00,        -7.444644865948e+01,        -1.167416226062e+01,        +9.871101592369e+01,        -1.197148143108e+01,        -1.150751221113e+02,        -3.396719188708e+00,        -1.532231195350e+02,        -3.396855801573e+00,        -1.532213053836e+02,        -1.197148143108e+01,        -1.150751221113e+02,        -1.166430242355e+01,        +9.859473039441e+01,        -5.637042401467e+00,        -7.439914630022e+01,        -1.197855704032e+01,        -1.150473471917e+02,        -3.396719188708e+00,        -1.532231195350e+02,        -5.637042401467e+00,        -7.439914630022e+01,        -1.165769673328e+01,        +9.858663964970e+01
 1.45600000e+02,        -1.221528231201e+01,        +9.625796157659e+01,        -5.524138260129e+00,        -7.572195839438e+01,        -3.354696912400e+00,        -1.554586665761e+02,        -1.231214186491e+01,        -1.160160034297e+02,        -5.524138260129e+00,        -7.572195839438e+01,        -1.222581857161e+01,        +9.625910449753e+01,        -1.230496195919e+01,        -1.160489182378e+02,        -3.354569462441e+00,        -1.554605679119e+02,        -3.354696912400e+00,        -1.554586665761e+02,        -1.230496195919e+01,        -1.160489182378e+02,        -1.221502883548e+01,        +9.613452281379e+01,        -5.526516099589e+00,        -7.567410647361e+01,        -1.231214186491e+01,        -1.160160034297e+02,        -3.354569462441e+00,        -1.554605679119e+02,        -5.526516099589e+00,        -7.567410647361e+01,        -1.220788200221e+01,        +9.613074792510e+01
 1.47200000e+02,        -1.281595242502e+01,        +9.369117575701e+01,        -5.416810965866e+00,        -7.705325558073e+01,        -3.315860935500e+00,        -1.577096011767e+02,        -1.266819789834e+01,        -1.168443393002e+02,        -5.416810965866e+00,        -7.705325558073e+01,        -1.282748965976e+01,        +9.368667670981e+01,        -1.266095445771e+01,        -1.168830274036e+02,        -3.315743619344e+00,        -1.577115887735e+02,        -3.315860935500e+00,        -1.577096011767e+02,        -1.266095445771e+01,        -1.168830274036e+02,        -1.281559312485e+01,        +9.355273701579e+01,        -5.419047984289e+00,        -7.700491340480e+01,        -1.266819789834e+01,        -1.168443393002e+02,        -3.315743619344e+00,        -1.577115887735e+02,        -5.419047984289e+00,        -7.700491340480e+01,        -1.280784067427e+01,        +9.355414184499e+01
 1.48800000e+02,        -1.347323915484e+01,        +9.097897558976e+01,        -5.313268015496e+00,        -7.843877086112e+01,        -3.280452504217e+00,        -1.599726279842e+02,        -1.304703361076e+01,        -1.175032165826e+02,        -5.313268015496e+00,        -7.843877086112e+01,        -1.348591650491e+01,        +9.096760514221e+01,        -1.303978455047e+01,        -1.175483904569e+02,        -3.280346308890e+00,        -1.599747004010e+02,        -3.280452504217e+00,        -1.599726279842e+02,        -1.303978455047e+01,        -1.175483904569e+02,        -1.347268262117e+01,        +9.082304488708e+01,        -5.315367719201e+00,        -7.838999323242e+01,        -1.304703361076e+01,        -1.175032165826e+02,        -3.280346308890e+00,        -1.599747004010e+02,        -5.315367719201e+00,        -7.838999323242e+01,        -1.346425126475e+01,        +9.083073281051e+01
 1.50400000e+02,        -1.419535667799e+01,        +8.808556001243e+01,        -5.214212019968e+00,        -7.987646739515e+01,        -3.248552784788e+00,        -1.622462301672e+02,        -1.344844055515e+01,        -1.179586941656e+02,        -5.214212019968e+00,        -7.987646739514e+01,        -1.420933851897e+01,        +8.806569508550e+01,        -1.344126691088e+01,        -1.180111452575e+02,        -3.248458705669e+00,        -1.622483854157e+02,        -3.248552784788e+00,        -1.622462301672e+02,        -1.344126691088e+01,        -1.180111452575e+02,        -1.419446061544e+01,        +8.790900826342e+01,        -5.216178585518e+00,        -7.982730416598e+01,        -1.344844055515e+01,        -1.179586941656e+02,        -3.248458705670e+00,        -1.622483854157e+02,        -5.216178585518e+00,        -7.982730416598e+01,        -1.418526823581e+01,        +8.792441539918e+01
 1.52000000e+02,        -1.499245794446e+01,        +8.496035839851e+01,        -5.120311682673e+00,        -8.136386793897e+01,        -3.220219205999e+00,        -1.645288784773e+02,        -1.387145220669e+01,        -1.181715379973e+02,        -5.120311682673e+00,        -8.136386793897e+01,        -1.500793767947e+01,        +8.492980556544e+01,        -1.386446587530e+01,        -1.182321274915e+02,        -3.220138238078e+00,        -1.645311139984e+02,        -3.220219205999e+00,        -1.645288784773e+02,        -1.386446587530e+01,        -1.182321274915e+02,        -1.499099831705e+01,        +8.475919787702e+01,        -5.122149844473e+00,        -8.131436367620e+01,        -1.387145220669e+01,        -1.181715379973e+02,        -3.220138238078e+00,        -1.645311139984e+02,        -5.122149844473e+00,        -8.131436367620e+01,        -1.498095580769e+01,        +8.478423323973e+01
 1.53600000e+02,        -1.587720926071e+01,        +8.153025057420e+01,        -5.032194963026e+00,        -8.289808772359e+01,        -3.195485856445e+00,        -1.668190546200e+02,        -1.431401284813e+01,        -1.180969684524e+02,        -5.032194963026e+00,        -8.289808772359e+01,        -1.589441091031e+01,        +8.148596701575e+01,        -1.430736631519e+01,        -1.181666019171e+02,        -3.195418984717e+00,        -1.668213672671e+02,        -3.195485856445e+00,        -1.668190546200e+02,        -1.430736631519e+01,        -1.181666019171e+02,        -1.587482688882e+01,        +8.129932322073e+01,        -5.033909899929e+00,        -8.284828147949e+01,        -1.431401284813e+01,        -1.180969684524e+02,        -3.195418984717e+00,        -1.668213672671e+02,        -5.033909899929e+00,        -8.284828147949e+01,        -1.586384446713e+01,        +8.133658460430e+01
 1.55200000e+02,        -1.686548761584e+01,        +7.768655125457e+01,        -4.950443139149e+00,        -8.447587199814e+01,        -3.174364557342e+00,        -1.691152738098e+02,        -1.477253541197e+01,        -1.176849296275e+02,        -4.950443139149e+00,        -8.447587199813e+01,        -1.688465978774e+01,        +7.762419111728e+01,        -1.476643333364e+01,        -1.177645049697e+02,        -3.174312746496e+00,        -1.691176598415e+02,        -3.174364557342e+00,        -1.691152738098e+02,        -1.476643333364e+01,        -1.177645049697e+02,        -1.686159220876e+01,        +7.741909667052e+01,        -4.952040362285e+00,        -8.442579718092e+01,        -1.477253541197e+01,        -1.176849296275e+02,        -3.174312746496e+00,        -1.691176598415e+02,        -4.952040362285e+00,        -8.442579718092e+01,        -1.684959633376e+01,        +7.747221089213e+01
 1.56800000e+02,        -1.797707280453e+01,        +7.326241366796e+01,        -4.875585832284e+00,        -8.609363703731e+01,        -3.156846582614e+00,        -1.714161055196e+02,        -1.524133717824e+01,        -1.168813485027e+02,        -4.875585832284e+00,        -8.609363703731e+01,        -1.799846032040e+01,        +7.317557083432e+01,        -1.523604888166e+01,        -1.169716625501e+02,        -3.156810766212e+00,        -1.714185606013e+02,        -3.156846582614e+00,        -1.714161055196e+02,        -1.523604888167e+01,        -1.169716625501e+02,        -1.797066337014e+01,        +7.294950658129e+01,        -4.877071075923e+00,        -8.604332137314e+01,        -1.524133717824e+01,        -1.168813485027e+02,        -3.156810766212e+00,        -1.714185606013e+02,        -4.877071075923e+00,        -8.604332137314e+01,        -1.795763906241e+01,        +7.302367453379e+01
 1.58400000e+02,        -1.923578655770e+01,        +6.799218215338e+01,        -4.808097016154e+00,        -8.774751340475e+01,        -3.142904960553e+00,        -1.737201914737e+02,        -1.571197288167e+01,        -1.156310862491e+02,        -4.808097016154e+00,        -8.774751340475e+01,        -1.925953919264e+01,        +6.787110764877e+01,        -1.570784328492e+01,        -1.157326823706e+02,        -3.142886029950e+00,        -1.737227106902e+02,        -3.142904960553e+00,        -1.737201914737e+02,        -1.570784328492e+01,        -1.157326823706e+02,        -1.922510158779e+01,        +6.762215301912e+01,        -4.809476133077e+00,        -8.769697898192e+01,        -1.571197288167e+01,        -1.156310862491e+02,        -3.142886029950e+00,        -1.737227106902e+02,        -4.809476133077e+00,        -8.769697898192e+01,        -1.921119714916e+01,        +6.772501866290e+01
 1.60000000e+02,        -2.066712017217e+01,        +6.143648647939e+01,        -4.748391996918e+00,        -8.943339031590e+01,        -3.132497255689e+00,        -1.760262600458e+02,        -1.617255245375e+01,        -1.138834973672e+02,        -4.748391996918e+00,        -8.943339031590e+01,        -2.069302446663e+01,        +6.126596966082e+01,        -1.617000633439e+01,        -1.139964392888e+02,        -3.132496048964e+00,        -1.760288379250e+02,        -3.132497255689e+00,        -1.760262600458e+02,        -1.617000633439e+01,        -1.139964392888e+02,        -2.064893618077e+01,        +6.099497576101e+01,        -4.749670859375e+00,        -8.938265370165e+01,        -1.617255245375e+01,        -1.138834973672e+02,        -3.132496048964e+00,        -1.760288379250e+02,        -4.749670859375e+00,        -8.938265370165e+01,        -2.063472536486e+01,        +6.113791467521e+01
 1.61600000e+02,        -2.228670676340e+01,        +5.284667202759e+01,        -4.696825315710e+00,        -9.114696004987e+01,        -3.125568698483e+00,        -1.783331363971e+02,        -1.660725069626e+01,        -1.116014975833e+02,        -4.696825315710e+00,        -9.114696004987e+01,        -2.231342169212e+01,        +5.260310370043e+01,        -1.660678191165e+01,        -1.117250712321e+02,        -3.125585989699e+00,        -1.783357669454e+02,        -3.125568698483e+00,        -1.783331363971e+02,        -1.660678191165e+01,        -1.117250712321e+02,        -2.225495370423e+01,        +5.232007038463e+01,        -4.698009722749e+00,        -9.109603247037e+01,        -1.660725069626e+01,        -1.116014975833e+02,        -3.125585989699e+00,        -1.783357669454e+02,        -4.698009722749e+00,        -9.109603247037e+01,        -2.224209516997e+01,        +5.251949121874e+01
 1.63200000e+02,        -2.405844145553e+01,        +4.096073596436e+01,        -4.653689497966e+00,        -9.288376151059e+01,        -3.122055506953e+00,        +1.793602520830e+02,        -1.699638013911e+01,        -1.087743923059e+02,        -4.653689497966e+00,        -9.288376151059e+01,        -2.408145999660e+01,        +4.061159243523e+01,        -1.699851499339e+01,        -1.089067783279e+02,        -3.122091996055e+00,        +1.793575753349e+02,        -3.122055506953e+00,        +1.793602520830e+02,        -1.699851499339e+01,        -1.089067783279e+02,        -2.400195755038e+01,        +4.035303552700e+01,        -4.654785089617e+00,        -9.283264908488e+01,        -1.699638013911e+01,        -1.087743923059e+02,        -3.122091996056e+00,        +1.793575753349e+02,        -4.654785089617e+00,        -9.283264908488e+01,        -2.399474139479e+01,        +4.062831364164e+01
 1.64800000e+02,        -2.577067161369e+01,        +2.398018955354e+01,        -4.619214553283e+00,        -9.463922222176e+01,        -3.121888230555e+00,        +1.770548752064e+02,        -1.731752780171e+01,        -1.054329323088e+02,        -4.619214553283e+00,        -9.463922222176e+01,        -2.577838757555e+01,        +2.350463697235e+01,        -1.732275424726e+01,        -1.055709581906e+02,        -3.121944534244e+00,        +1.770521591464e+02,        -3.121888230555e+00,        +1.770548752064e+02,        -1.732275424726e+01,        -1.055709581906e+02,        -2.567310061406e+01,        +2.336797107358e+01,        -4.620226731852e+00,        -9.458792624145e+01,        -1.731752780171e+01,        -1.054329323088e+02,        -3.121944534244e+00,        +1.770521591464e+02,        -4.620226731852e+00,        -9.458792624145e+01,        -2.568081656747e+01,        +2.372140700519e+01
 1.66400000e+02,        -2.683903516781e+01,        +1.043030210647e+00,        -4.593568117358e+00,        -9.640869824263e+01,        -3.124994944055e+00,        +1.747516041717e+02,        -1.754816427424e+01,        -1.016621018087e+02,        -4.593568117358e+00,        -9.640869824263e+01,        -2.681417115348e+01,        +5.108008283110e-01,        -1.755683111342e+01,        -1.018012446583e+02,        -3.125071587922e+00,        +1.747488560399e+02,        -3.124994944055e+00,        +1.747516041717e+02,        -1.755683111342e+01,        -1.018012446583e+02,        -2.669559445240e+01,        +6.460570542050e-01,        -4.594501975908e+00,        -9.635721548972e+01,        -1.754816427423e+01,        -1.016621018087e+02,        -3.125071587922e+00,        +1.747488560399e+02,        -4.594501975908e+00,        -9.635721548972e+01,        -2.672938723766e+01,        +1.006219660489e+00
 1.68000000e+02,        -2.658657838545e+01,        -2.404951374118e+01,        -4.576856123834e+00,        -9.818751169779e+01,        -3.131304128309e+00,        +1.724512201111e+02,        -1.766959955660e+01,        -9.760444392544e+01,        -4.576856123834e+00,        -9.818751169779e+01,        -2.652971868738e+01,        -2.446082637217e+01,        -1.768181223377e+01,        -9.773924013508e+01,        -3.131401540505e+00,        +1.724484474262e+02,        -3.131304128309e+00,        +1.724512201111e+02,        -1.768181223377e+01,        -9.773924013508e+01,        -2.643213826376e+01,        -2.404679246801e+01,        -4.577716381798e+00,        -9.813583479419e+01,        -1.766959955660e+01,        -9.760444392543e+01,        -3.131401540506e+00,        +1.724484474262e+02,        -4.577716381798e+00,        -9.813583479419e+01,        -2.648725618318e+01,        -2.381208124470e+01
 1.69600000e+02,        -2.520714447571e+01,        -4.490789320908e+01,        -4.569123898329e+00,        -9.997098580837e+01,        -3.140747095170e+00,        +1.701544263482e+02,        -1.767123162856e+01,        -9.344747465080e+01,        -4.569123898329e+00,        -9.997098580837e+01,        -2.514094503663e+01,        -4.512783683853e+01,        -1.768679003445e+01,        -9.357233402275e+01,        -3.140865601821e+00,        +1.701516368271e+02,        -3.140747095170e+00,        +1.701544263482e+02,        -1.768679003445e+01,        -9.357233402275e+01,        -2.507963565715e+01,        -4.461936028327e+01,        -4.569914844091e+00,        -9.991910359160e+01,        -1.767123162856e+01,        -9.344747465079e+01,        -3.140865601821e+00,        +1.701516368271e+02,        -4.569914844091e+00,        -9.991910359160e+01,        -2.513740660389e+01,        -4.454029324682e+01
 1.71200000e+02,        -2.344549041896e+01,        -5.977923166698e+01,        -4.570357578362e+00,        -1.017544774810e+02,        -3.153259843764e+00,        +1.678618635036e+02,        -1.755332723229e+01,        -8.939525062388e+01,        -4.570357578362e+00,        -1.017544774810e+02,        -2.338450413393e+01,        -5.986354194372e+01,        -1.757174361269e+01,        -8.950542399551e+01,        -3.153399666267e+00,        +1.678590649783e+02,        -3.153259843764e+00,        +1.678618635036e+02,        -1.757174361269e+01,        -8.950542399551e+01,        -2.334994846363e+01,        -5.938747239542e+01,        -4.571083018629e+00,        -1.017023754015e+02,        -1.755332723229e+01,        -8.939525062388e+01,        -3.153399666267e+00,        +1.678590649783e+02,        -4.571083018629e+00,        -1.017023754015e+02,        -2.340057475728e+01,        -5.940740208823e+01
 1.72800000e+02,        -2.173470517559e+01,        -7.023105872440e+01,        -4.580485779950e+00,        -1.035334076441e+02,        -3.168784272595e+00,        +1.655741264381e+02,        -1.732693256693e+01,        -8.563345386727e+01,        -4.580485779950e+00,        -1.035334076441e+02,        -2.168205685663e+01,        -7.023937264436e+01,        -1.734752853958e+01,        -8.572576695737e+01,        -3.168945526874e+00,        +1.655713267704e+02,        -3.168784272596e+00,        +1.655741264381e+02,        -1.734752853958e+01,        -8.572576695736e+01,        -2.166297787949e+01,        -6.982739456843e+01,        -4.581148995682e+00,        -1.034810681803e+02,        -1.732693256693e+01,        -8.563345386727e+01,        -3.168945526874e+00,        +1.655713267704e+02,        -4.581148995682e+00,        -1.034810681803e+02,        -2.170541706873e+01,        -6.989752209204e+01
 1.74400000e+02,        -2.019971614774e+01,        -7.791021189621e+01,        -4.599381452237e+00,        -1.053032896092e+02,        -3.187268713437e+00,        +1.632917819432e+02,        -1.701096225657e+01,        -8.230169999798e+01,        -4.599381452237e+00,        -1.053032896092e+02,        -2.015460173041e+01,        -7.787734184653e+01,        -1.703300171639e+01,        -8.237479210534e+01,        -3.187451411129e+00,        +1.632889889414e+02,        -3.187268713437e+00,        +1.632917819432e+02,        -1.703300171639e+01,        -8.237479210534e+01,        -2.014415032116e+01,        -7.752581461292e+01,        -4.599985160961e+00,        -1.052506926980e+02,        -1.701096225657e+01,        -8.230169999798e+01,        -3.187451411129e+00,        +1.632889889414e+02,        -4.599985160961e+00,        -1.052506926980e+02,        -2.017982434379e+01,        -7.762010865051e+01
 1.76000000e+02,        -1.884893662758e+01,        -8.386691742072e+01,        -4.626863883753e+00,        -1.070597557821e+02,        -3.208667795403e+00,        +1.610153860906e+02,        -1.662792540321e+01,        -7.948195278278e+01,        -4.626863883753e+00,        -1.070597557821e+02,        -1.880991173892e+01,        -8.381110343338e+01,        -1.665072980530e+01,        -7.953604167458e+01,        -3.208871846898e+00,        +1.610126074292e+02,        -3.208667795403e+00,        +1.610153860906e+02,        -1.665072980530e+01,        -7.953604167458e+01,        -1.880439375861e+01,        -8.350941874164e+01,        -4.627410208090e+00,        -1.070068792614e+02,        -1.662792540321e+01,        -7.948195278278e+01,        -3.208871846898e+00,        +1.610126074292e+02,        -4.627410208090e+00,        -1.070068792614e+02,        -1.883484624130e+01,        -8.361524109269e+01
 1.77600000e+02,        -1.766044186376e+01,        -8.871681583541e+01,        -4.662700845564e+00,        -1.087985830421e+02,        -3.232941687731e+00,        +1.587455002210e+02,        -1.620003088039e+01,        -7.720259703949e+01,        -4.662700845564e+00,        -1.087985830421e+02,        -1.762623861140e+01,        -8.864768691329e+01,        -1.622304665307e+01,        -7.723899083210e+01,        -3.233166906883e+00,        +1.587427433657e+02,        -3.232941687731e+00,        +1.587455002210e+02,        -1.622304665307e+01,        -7.723899083210e+01,        -1.762365295140e+01,        -8.838592454253e+01,        -4.663191287884e+00,        -1.087454031047e+02,        -1.620003088039e+01,        -7.720259703949e+01,        -3.233166906883e+00,        +1.587427433657e+02,        -4.663191287884e+00,        -1.087454031047e+02,        -1.765009397466e+01,        -8.849711718105e+01
 1.79200000e+02,        -1.660859924169e+01,        -9.282493145734e+01,        -4.706610875984e+00,        -1.105157170679e+02,        -3.260054804718e+00,        +1.564827046907e+02,        -1.574666958413e+01,        -7.545152591280e+01,        -4.706610875984e+00,        -1.105157170679e+02,        -1.657823602853e+01,        -9.274775542274e+01,        -1.576948764954e+01,        -7.547211471970e+01,        -3.260300915021e+00,        +1.564799768312e+02,        -3.260054804718e+00,        +1.564827046907e+02,        -1.576948764954e+01,        -7.547211471970e+01,        -1.657745935128e+01,        -9.251802274896e+01,        -4.707046299159e+00,        -1.104622087243e+02,        -1.574666958413e+01,        -7.545152591279e+01,        -3.260300915021e+00,        +1.564799768312e+02,        -4.707046299159e+00,        -1.104622087243e+02,        -1.660077574030e+01,        -9.263151482252e+01
 1.80800000e+02,        -1.567088680380e+01,        -9.641555937525e+01,        -4.758265727011e+00,        -1.122072958137e+02,        -3.289974083618e+00,        +1.542276096802e+02,        -1.528335466980e+01,        -7.419114525594e+01,        -4.758265727011e+00,        -1.122072958137e+02,        -1.564362414784e+01,        -9.633333083899e+01,        -1.530569843846e+01,        -7.419800572409e+01,        -3.290240725579e+00,        +1.542249176710e+02,        -3.289974083618e+00,        +1.542276096802e+02,        -1.530569843846e+01,        -7.419800572409e+01,        -1.564399986175e+01,        -9.612958780978e+01,        -4.758646341313e+00,        -1.121534333628e+02,        -1.528335466980e+01,        -7.419114525594e+01,        -3.290240725579e+00,        +1.542249176710e+02,        -4.758646341313e+00,        -1.121534333628e+02,        -1.566483708237e+01,        -9.624382226934e+01
 1.82400000e+02,        -1.482894068236e+01,        -9.963203214988e+01,        -4.817293003316e+00,        -1.138696722373e+02,        -3.322666964642e+00,        +1.519808625908e+02,        -1.482169558813e+01,        -7.337098827940e+01,        -4.817293003317e+00,        -1.138696722373e+02,        -1.480422029586e+01,        -9.954651131977e+01,        -1.484339505255e+01,        -7.336613265295e+01,        -3.322953704075e+00,        +1.519782129015e+02,        -3.322666964643e+00,        +1.519808625908e+02,        -1.484339505255e+01,        -7.336613265295e+01,        -1.480535004816e+01,        -9.936415097150e+01,        -4.817618359593e+00,        -1.138154297433e+02,        -1.482169558813e+01,        -7.337098827940e+01,        -3.322953704075e+00,        +1.519782129015e+02,        -4.817618359593e+00,        -1.138154297433e+02,        -1.482418352496e+01,        -9.947834064407e+01
 1.84000000e+02,        -1.406809636196e+01,        -1.025693436445e+02,        -4.883279029805e+00,        -1.154994362736e+02,        -3.358099210763e+00,        +1.497431517855e+02,        -1.436990890470e+01,        -7.293654735731e+01,        -4.883279029805e+00,        -1.154994362736e+02,        -1.404549156998e+01,        -1.024815927577e+02,        -1.439087271611e+01,        -7.292179302621e+01,        -3.358405547707e+00,        +1.497405504613e+02,        -3.358099210763e+00,        +1.497431517855e+02,        -1.439087271611e+01,        -7.292179302621e+01,        -1.404712578895e+01,        -1.023170694010e+02,        -4.883548019119e+00,        -1.154447880472e+02,        -1.436990890470e+01,        -7.293654735731e+01,        -3.358405547707e+00,        +1.497405504613e+02,        -4.883548019119e+00,        -1.154447880472e+02,        -1.406431196042e+01,        -1.024308315202e+02
 1.85600000e+02,        -1.337666303931e+01,        -1.052924988357e+02,        -4.955771983417e+00,        -1.170934359319e+02,        -3.396232704070e+00,        +1.475152066694e+02,        -1.393350441017e+01,        -7.283463950923e+01,        -4.955771983417e+00,        -1.170934359319e+02,        -1.335584268420e+01,        -1.052031709956e+02,        -1.395369570257e+01,        -7.281155974426e+01,        -3.396558082077e+00,        +1.475126593004e+02,        -3.396232704070e+00,        +1.475152066694e+02,        -1.395369570257e+01,        -7.281155974426e+01,        -1.335782075450e+01,        -1.050537193601e+02,        -4.955982843403e+00,        -1.170383570133e+02,        -1.393350441017e+01,        -7.283463950923e+01,        -3.396558082077e+00,        +1.475126593004e+02,        -4.955982843403e+00,        -1.170383570133e+02,        -1.337363193471e+01,        -1.051668886934e+02
 1.87200000e+02,        -1.274526424964e+01,        -1.078472181867e+02,        -5.034285319425e+00,        -1.186487972921e+02,        -3.437023345869e+00,        +1.452977943077e+02,        -1.351594766658e+01,        -7.301622031442e+01,        -5.034285319425e+00,        -1.186487972921e+02,        -1.272596718070e+01,        -1.077567192238e+02,        -1.353536534975e+01,        -7.298614191884e+01,        -3.437367161385e+00,        +1.452953060090e+02,        -3.437023345869e+00,        +1.452977943077e+02,        -1.353536534975e+01,        -7.298614191884e+01,        -1.272818343640e+01,        -1.076201516650e+02,        -5.034435647646e+00,        -1.185932639333e+02,        -1.351594766658e+01,        -7.301622031442e+01,        -3.437367161385e+00,        +1.452953060090e+02,        -5.034435647646e+00,        -1.185932639333e+02,        -1.274283149058e+01,        -1.077326814435e+02
 1.88800000e+02,        -1.216631019500e+01,        -1.102664135919e+02,        -5.118301512639e+00,        -1.201629430870e+02,        -3.480419171062e+00,        +1.430917129663e+02,        -1.311921702099e+01,        -7.343755347969e+01,        -5.118301512639e+00,        -1.201629430870e+02,        -1.214832728411e+01,        -1.101749961045e+02,        -1.313788225934e+01,        -7.340157765003e+01,        -3.480780782696e+00,        +1.430892883664e+02,        -3.480419171062e+00,        +1.430917129663e+02,        -1.313788225934e+01,        -7.340157765003e+01,        -1.215071097030e+01,        -1.100495575502e+02,        -5.118388287229e+00,        -1.201069332295e+02,        -1.311921702099e+01,        -7.343755347969e+01,        -3.480780782696e+00,        +1.430892883664e+02,        -5.118388287229e+00,        -1.201069332295e+02,        -1.216436354740e+01,        -1.101614653233e+02
 1.90400000e+02,        -1.163359297831e+01,        -1.125742426257e+02,        -5.207276120812e+00,        -1.216336094931e+02,        -3.526358765560e+00,        +1.408977830917e+02,        -1.274423817149e+01,        -7.406042466801e+01,        -5.207276120812e+00,        -1.216336094931e+02,        -1.161675433817e+01,        -1.124820623814e+02,        -1.276218505027e+01,        -7.401945679215e+01,        -3.526737503055e+00,        +1.408954263290e+02,        -3.526358765560e+00,        +1.408977830917e+02,        -1.276218505027e+01,        -7.401945679215e+01,        -1.161925741879e+01,        -1.123663261232e+02,        -5.207295728670e+00,        -1.215771032365e+02,        -1.274423817149e+01,        -7.406042466801e+01,        -3.526737503055e+00,        +1.408954263290e+02,        -5.207295728670e+00,        -1.215771032365e+02,        -1.163204924982e+01,        -1.124776634488e+02
 1.92000000e+02,        -1.114198017523e+01,        -1.147887278991e+02,        -5.300642162200e+00,        -1.230588607155e+02,        -3.574770050668e+00,        +1.387168363399e+02,        -1.239120843986e+01,        -7.485185567401e+01,        -5.300642162200e+00,        -1.230588607155e+02,        -1.112614596265e+01,        -1.146958786079e+02,        -1.240847774151e+01,        -7.480663638419e+01,        -3.575165223414e+00,        +1.387145510667e+02,        -3.574770050668e+00,        +1.387168363399e+02,        -1.240847774151e+01,        -7.480663638419e+01,        -1.112873548979e+01,        -1.145886706731e+02,        -5.300590434946e+00,        -1.230018407721e+02,        -1.239120843986e+01,        -7.485185567401e+01,        -3.575165223414e+00,        +1.387145510667e+02,        -5.300590434946e+00,        -1.230018407721e+02,        -1.114077638508e+01,        -1.146995058590e+02
