        f (GHz),             |S[1][1]| (dB),        arg(S[1][1]) (deg.),             |S[2][1]| (dB),        arg(S[2][1]) (deg.),             |S[3][1]| (dB),        arg(S[3][1]) (deg.),             |S[4][1]| (dB),        arg(S[4][1]) (deg.),             |S[1][2]| (dB),        arg(S[1][2]) (deg.),             |S[2][2]| (dB),        arg(S[2][2]) (deg.),             |S[3][2]| (dB),        arg(S[3][2]) (deg.),             |S[4][2]| (dB),        arg(S[4][2]) (deg.),             |S[1][3]| (dB),        arg(S[1][3]) (deg.),             |S[2][3]| (dB),        arg(S[2][3]) (deg.),             |S[3][3]| (dB),        arg(S[3][3]) (deg.),             |S[4][3]| (dB),        arg(S[4][3]) (deg.),             |S[1][4]| (dB),        arg(S[1][4]) (deg.),             |S[2][4]| (dB),        arg(S[2][4]) (deg.),             |S[3][4]| (dB),        arg(S[3][4]) (deg.),             |S[4][4]| (dB),        arg(S[4][4]) (deg.)
 8.00000000e+01,        -5.192196246812e+00,        +1.580590174429e+02,        -7.495851385633e+00,        -4.864416703062e+01,        -5.739308218822e+00,        -7.941859467485e+01,        -7.469300579647e+00,        -6.205340682100e+01,        -7.495851385633e+00,        -4.864416703062e+01,        -5.193188302335e+00,        +1.580867494252e+02,        -7.467300330956e+00,        -6.203598286862e+01,        -5.739220509241e+00,        -7.941840140208e+01,        -5.739308218822e+00,        -7.941859467485e+01,        -7.467300330956e+00,        -6.203598286862e+01,        -5.191575188238e+00,        +1.580655843489e+02,        -7.498699077816e+00,        -4.864089111346e+01,        -7.469300579647e+00,        -6.205340682100e+01,        -5.739220509241e+00,        -7.941840140208e+01,        -7.498699077816e+00,        -4.864089111346e+01,        -5.190716006324e+00,        +1.580392861177e+02
 8.16000000e+01,        -5.202296513875e+00,        +1.571302926513e+02,        -7.524034638483e+00,        -4.928750734946e+01,        -5.700412193159e+00,        -8.098773432733e+01,        -7.511146670121e+00,        -6.324147005697e+01,        -7.524034638483e+00,        -4.928750734946e+01,        -5.203332512146e+00,        +1.571584539063e+02,        -7.509068113919e+00,        -6.322399702205e+01,        -5.700319960280e+00,        -8.098754951351e+01,        -5.700412193159e+00,        -8.098773432733e+01,        -7.509068113919e+00,        -6.322399702205e+01,        -5.201664348669e+00,        +1.571364987496e+02,        -7.526988697642e+00,        -4.928363690604e+01,        -7.511146670121e+00,        -6.324147005697e+01,        -5.700319960281e+00,        -8.098754951351e+01,        -7.526988697642e+00,        -4.928363690604e+01,        -5.200769326441e+00,        +1.571097639610e+02
 8.32000000e+01,        -5.215802646266e+00,        +1.561810003806e+02,        -7.550364411091e+00,        -4.991498666256e+01,        -5.659758614066e+00,        -8.256265141212e+01,        -7.553536593183e+00,        -6.443351235734e+01,        -7.550364411091e+00,        -4.991498666256e+01,        -5.216884716969e+00,        +1.562095769544e+02,        -7.551377871594e+00,        -6.441601129753e+01,        -5.659661837880e+00,        -8.256247698898e+01,        -5.659758614066e+00,        -8.256265141212e+01,        -7.551377871594e+00,        -6.441601129753e+01,        -5.215159752792e+00,        +1.561868083977e+02,        -7.553424961733e+00,        -4.991047927379e+01,        -7.553536593183e+00,        -6.443351235734e+01,        -5.659661837880e+00,        -8.256247698898e+01,        -7.553424961733e+00,        -4.991047927379e+01,        -5.214227559568e+00,        +1.561596484011e+02
 8.48000000e+01,        -5.232857477217e+00,        +1.552108519580e+02,        -7.574666907789e+00,        -5.052673645122e+01,        -5.617344049995e+00,        -8.414397636420e+01,        -7.596537355310e+00,        -6.563015220657e+01,        -7.574666907789e+00,        -5.052673645122e+01,        -5.233987908373e+00,        +1.552398290299e+02,        -7.594296573409e+00,        -6.561264523493e+01,        -5.617242725205e+00,        -8.414381423038e+01,        -5.617344049995e+00,        -8.414397636420e+01,        -7.594296573409e+00,        -6.561264523493e+01,        -5.232204260234e+00,        +1.552162223193e+02,        -7.577833706195e+00,        -5.052154807224e+01,        -7.596537355310e+00,        -6.563015220657e+01,        -5.617242725205e+00,        -8.414381423038e+01,        -7.577833706195e+00,        -5.052154807224e+01,        -5.231233456687e+00,        +1.551886494022e+02
 8.64000000e+01,        -5.253612952261e+00,        +1.542195239024e+02,        -7.596760225483e+00,        -5.112295075295e+01,        -5.573169461666e+00,        -8.573235799769e+01,        -7.640226154240e+00,        -6.683202312234e+01,        -7.596760225483e+00,        -5.112295075295e+01,        -5.254794202199e+00,        +1.542488857219e+02,        -7.637901377703e+00,        -6.681453346680e+01,        -5.573063596314e+00,        -8.573221002250e+01,        -5.573169461666e+00,        -8.573235799769e+01,        -7.637901377703e+00,        -6.681453346680e+01,        -5.252949846833e+00,        +1.542244145613e+02,        -7.600032621211e+00,        -5.111703581320e+01,        -7.640226154240e+00,        -6.683202312234e+01,        -5.573063596314e+00,        -8.573221002250e+01,        -7.600032621211e+00,        -5.111703581320e+01,        -5.251938875120e+00,        +1.541964419881e+02
 8.80000000e+01,        -5.278231156189e+00,        +1.532066578668e+02,        -7.616454339815e+00,        -5.170389508682e+01,        -5.527240496553e+00,        -8.732846295975e+01,        -7.684691190227e+00,        -6.803977182314e+01,        -7.616454339815e+00,        -5.170389508682e+01,        -5.279465866772e+00,        +1.532363876829e+02,        -7.682280442586e+00,        -6.802232389192e+01,        -5.527130110484e+00,        -8.732833098693e+01,        -5.527240496553e+00,        -8.732846295975e+01,        -7.682280442586e+00,        -6.802232389192e+01,        -5.277558631930e+00,        +1.532110241175e+02,        -7.619831235980e+00,        -5.169720662265e+01,        -7.684691190227e+00,        -6.803977182314e+01,        -5.527130110484e+00,        -8.732833098693e+01,        -7.619831235980e+00,        -5.169720662265e+01,        -5.276505805000e+00,        +1.531826661712e+02
 8.96000000e+01,        -5.306885400042e+00,        +1.521718606805e+02,        -7.633551227960e+00,        -5.226991621312e+01,        -5.479567801688e+00,        -8.893297506161e+01,        -7.730032543379e+00,        -6.925405601947e+01,        -7.633551227960e+00,        -5.226991621312e+01,        -5.308176411336e+00,        +1.522019406620e+02,        -7.727533802773e+00,        -6.923667547320e+01,        -5.479452924771e+00,        -8.893286091381e+01,        -5.479567801688e+00,        -8.893297506161e+01,        -7.727533802773e+00,        -6.923667547320e+01,        -5.306203965690e+00,        +1.521756549519e+02,        -7.637031040880e+00,        -5.226240603658e+01,        -7.730032543379e+00,        -6.925405601947e+01,        -5.479452924771e+00,        -8.893286091381e+01,        -7.637031040880e+00,        -5.226240603658e+01,        -5.305107455762e+00,        +1.521469269812e+02
 9.12000000e+01,        -5.339761375262e+00,        +1.511147044934e+02,        -7.647845156828e+00,        -5.282145269837e+01,        -5.430167355197e+00,        -9.054659446315e+01,        -7.776363121605e+00,        -7.047554176334e+01,        -7.647845156828e+00,        -5.282145269837e+01,        -5.341111741945e+00,        +1.511451156386e+02,        -7.773774316866e+00,        -7.045825559493e+01,        -5.430048025269e+00,        -9.054649994850e+01,        -5.430167355197e+00,        -9.054659446315e+01,        -7.773774316866e+00,        -7.045825559493e+01,        -5.339071583554e+00,        +1.511178761232e+02,        -7.651425775766e+00,        -5.281307160531e+01,        -7.776363121605e+00,        -7.047554176334e+01,        -5.430048025269e+00,        -9.054649994850e+01,        -7.651425775766e+00,        -5.281307160531e+01,        -5.337929409918e+00,        +1.510887945906e+02
 9.28000000e+01,        -5.377058382729e+00,        +1.500347270264e+02,        -7.659123167862e+00,        -5.335904622681e+01,        -5.379060816666e+00,        -9.217003668501e+01,        -7.823809683629e+00,        -7.170490028097e+01,        -7.659123167862e+00,        -5.335904622681e+01,        -5.378471392703e+00,        +1.500654490593e+02,        -7.821128689534e+00,        -7.168773690519e+01,        -5.378937077245e+00,        -9.216996360772e+01,        -5.379060816666e+00,        -9.217003668501e+01,        -7.821128689534e+00,        -7.168773690519e+01,        -5.376360835525e+00,        +1.500372220111e+02,        -7.662801915741e+00,        -5.334974424639e+01,        -7.823809683629e+00,        -7.170490028097e+01,        -5.378937077245e+00,        -9.216996360772e+01,        -7.662801915741e+00,        -5.334974424639e+01,        -5.375170851990e+00,        +1.500078045452e+02
 9.44000000e+01,        -5.418990645111e+00,        +1.489314319289e+02,        -7.667165791721e+00,        -5.388335356324e+01,        -5.326275895997e+00,        -9.380403141942e+01,        -7.872513941444e+00,        -7.294280420356e+01,        -7.667165791721e+00,        -5.388335356324e+01,        -5.420469840934e+00,        +1.489624431832e+02,        -7.869738572955e+00,        -7.292579355924e+01,        -5.326147794052e+00,        -9.380398159689e+01,        -5.326275895997e+00,        -9.380403141942e+01,        -7.869738572955e+00,        -7.292579355924e+01,        -5.418285998679e+00,        +1.489331926482e+02,        -7.670939387712e+00,        -5.387308024950e+01,        -7.872513941444e+00,        -7.294280420356e+01,        -5.326147794053e+00,        -9.380398159689e+01,        -7.670939387712e+00,        -5.387308024950e+01,        -5.417045881252e+00,        +1.489034581000e+02
 9.60000000e+01,        -5.465788711694e+00,        +1.478042892491e+02,        -7.671748027399e+00,        -5.439515902888e+01,        -5.271846739942e+00,        -9.544932110822e+01,        -7.922633746331e+00,        -7.418992309871e+01,        -7.671748027399e+00,        -5.439515902888e+01,        -5.467337915623e+00,        +1.478355665381e+02,        -7.919761751807e+00,        -7.417309676781e+01,        -5.271714324299e+00,        -9.544929639636e+01,        -5.271846739942e+00,        -9.544932110822e+01,        -7.919761751807e+00,        -7.417309676781e+01,        -5.465077682141e+00,        +1.478052541587e+02,        -7.675612552200e+00,        -5.438386379390e+01,        -7.922633746331e+00,        -7.418992309871e+01,        -5.271714324299e+00,        -9.544929639636e+01,        -7.675612552200e+00,        -5.438386379390e+01,        -5.463784917524e+00,        +1.477752226677e+02
 9.76000000e+01,        -5.517700965788e+00,        +1.466527360154e+02,        -7.672640620728e+00,        -5.489538730303e+01,        -5.215814334851e+00,        -9.710665925408e+01,        -7.974344362263e+00,        -7.544691819183e+01,        -7.672640620728e+00,        -5.489538730303e+01,        -5.519324309104e+00,        +1.466842544939e+02,        -7.971373415895e+00,        -7.543030954044e+01,        -5.215677656133e+00,        -9.710666158007e+01,        -5.215814334851e+00,        -9.710665925408e+01,        -7.971373415895e+00,        -7.543030954044e+01,        -5.516984334674e+00,        +1.466528393037e+02,        -7.676591485093e+00,        -5.488301979064e+01,        -7.974344362263e+00,        -7.544691819183e+01,        -5.215677656133e+00,        -9.710666158007e+01,        -7.676591485093e+00,        -5.488301979064e+01,        -5.515636209920e+00,        +1.466225323846e+02
 9.92000000e+01,        -5.574995245811e+00,        +1.454761769296e+02,        -7.669611676232e+00,        -5.538511630753e+01,        -5.158226923509e+00,        -9.877680842800e+01,        -8.027839829941e+00,        -7.671443615177e+01,        -7.669611676232e+00,        -5.538511630753e+01,        -5.576697202662e+00,        +1.455079099509e+02,        -8.024767524099e+00,        -7.669808049751e+01,        -5.158086036516e+00,        -9.877683982534e+01,        -5.158226923509e+00,        -9.877680842800e+01,        -8.024767524099e+00,        -7.669808049751e+01,        -5.574273866219e+00,        +1.454753481316e+02,        -7.673643593108e+00,        -5.537162680865e+01,        -8.027839829941e+00,        -7.671443615177e+01,        -5.158086036516e+00,        -9.877683982534e+01,        -7.673643593108e+00,        -5.537162680865e+01,        -5.572867458836e+00,        +1.454447887946e+02
 1.00800000e+02,        -5.637960592426e+00,        +1.442739851648e+02,        -7.662428633732e+00,        -5.586558987078e+01,        -5.099140432995e+00,        -1.004605379341e+02,        -8.083334424035e+00,        -7.799310179831e+01,        -7.662428633733e+00,        -5.586558987078e+01,        -5.639746017616e+00,        +1.443059041399e+02,        -8.080158262493e+00,        -7.797703660542e+01,        -5.098995401863e+00,        -1.004606005699e+02,        -5.099140432995e+00,        -1.004605379341e+02,        -8.080158262493e+00,        -7.797703660542e+01,        -5.637235395930e+00,        +1.442721487277e+02,        -7.666535594494e+00,        -5.585092978498e+01,        -8.083334424035e+00,        -7.799310179831e+01,        -5.098995401863e+00,        -1.004606005699e+02,        -7.666535594494e+00,        -5.585092978498e+01,        -5.635767562330e+00,        +1.442413616448e+02
 1.02400000e+02,        -5.706909135598e+00,        +1.430455032553e+02,        -7.650860636457e+00,        -5.633822980411e+01,        -5.038618909515e+00,        -1.021586210903e+02,        -8.141064205207e+00,        -7.928350957094e+01,        -7.650860636457e+00,        -5.633822980411e+01,        -5.708783305052e+00,        +1.430775775126e+02,        -8.137781598050e+00,        -7.926777467016e+01,        -5.038469814801e+00,        -1.021587172740e+02,        -5.038618909515e+00,        -1.021586210903e+02,        -8.137781598050e+00,        -7.926777467016e+01,        -5.706181140597e+00,        +1.430425780519e+02,        -7.655035892546e+00,        -5.632235215513e+01,        -8.141064205207e+00,        -7.928350957094e+01,        -5.038469814801e+00,        -1.021587172740e+02,        -7.655035892546e+00,        -5.632235215513e+01,        -5.704648499645e+00,        +1.430115897712e+02
 1.04000000e+02,        -5.782178137307e+00,        +1.417900440585e+02,        -7.634681310332e+00,        -5.680464695864e+01,        -4.976734954911e+00,        -1.038718320839e+02,        -8.201288667432e+00,        -8.058621357824e+01,        -7.634681310332e+00,        -5.680464695864e+01,        -5.784146790060e+00,        +1.418222406941e+02,        -8.197896927700e+00,        -8.057085140599e+01,        -4.976581900640e+00,        -1.038719642512e+02,        -4.976734954911e+00,        -1.038718320839e+02,        -8.197896927700e+00,        -8.057085140599e+01,        -5.781448458944e+00,        +1.417859428434e+02,        -7.638917362886e+00,        -5.678750696952e+01,        -8.201288667432e+00,        -8.058621357824e+01,        -4.976581900640e+00,        -1.038719642512e+02,        -7.638917362886e+00,        -5.678750696952e+01,        -5.779847367754e+00,        +1.417547820399e+02
 1.05600000e+02,        -5.864132207980e+00,        +1.405068917512e+02,        -7.613671964390e+00,        -5.726665076963e+01,        -4.913570158180e+00,        -1.056009423578e+02,        -8.264292479815e+00,        -8.190171602469e+01,        -7.613671964390e+00,        -5.726665076963e+01,        -5.866201589711e+00,        +1.405391754542e+02,        -8.260788821023e+00,        -8.188677187835e+01,        -4.913413276708e+00,        -1.056011130362e+02,        -4.913570158180e+00,        -1.056009423578e+02,        -8.260788821023e+00,        -8.188677187835e+01,        -5.863402069370e+00,        +1.405015205575e+02,        -7.617960565397e+00,        -5.724820649445e+01,        -8.264292479815e+00,        -8.190171602469e+01,        -4.913413276708e+00,        -1.056011130362e+02,        -7.617960565397e+00,        -5.724820649446e+01,        -5.861728590523e+00,        +1.404702183000e+02
 1.07200000e+02,        -5.953165717630e+00,        +1.391953028122e+02,        -7.587625209697e+00,        -5.772625674232e+01,        -4.849215513842e+00,        -1.073467164890e+02,        -8.330387320542e+00,        -8.323045378465e+01,        -7.587625209697e+00,        -5.772625674232e+01,        -5.955342627348e+00,        +1.392276356481e+02,        -8.326768853775e+00,        -8.321597609772e+01,        -4.849054967472e+00,        -1.073469282562e+02,        -4.849215513842e+00,        -1.073467164890e+02,        -8.326768853775e+00,        -8.321597609772e+01,        -5.952436461769e+00,        +1.391885602788e+02,        -7.591957378030e+00,        -5.770646973942e+01,        -8.330387320542e+00,        -8.323045378465e+01,        -4.849054967472e+00,        -1.073469282562e+02,        -7.591957378030e+00,        -5.770646973942e+01,        -5.950686323561e+00,        +1.391571502981e+02
 1.08800000e+02,        -6.049705426434e+00,        +1.378545069134e+02,        -7.556348978994e+00,        -5.818569129213e+01,        -4.783771817339e+00,        -1.091099075197e+02,        -8.399913798541e+00,        -8.457278286320e+01,        -7.556348978994e+00,        -5.818569129213e+01,        -6.051997268879e+00,        +1.378868480562e+02,        -8.396177528242e+00,        -8.455882351061e+01,        -4.783607797162e+00,        -1.091101629688e+02,        -4.783771817339e+00,        -1.091099075197e+02,        -8.396177528242e+00,        -8.455882351061e+01,        -6.048978528097e+00,        +1.378462835316e+02,        -7.560715033499e+00,        -5.816452731578e+01,        -8.399913798541e+00,        -8.457278286320e+01,        -4.783607797162e+00,        -1.091101629688e+02,        -7.560715033499e+00,        -5.816452731578e+01,        -6.047147080483e+00,        +1.378148024888e+02
 1.10400000e+02,        -6.154213364229e+00,        +1.364837076182e+02,        -7.519670911532e+00,        -5.864739332909e+01,        -4.717350025875e+00,        -1.108912517070e+02,        -8.473243455782e+00,        -8.592896044864e+01,        -7.519670911532e+00,        -5.864739332909e+01,        -6.156628210493e+00,        +1.365160130289e+02,        -8.469386274190e+00,        -8.591557509582e+01,        -4.717182749239e+00,        -1.108915534262e+02,        -4.717350025876e+00,        -1.108912517070e+02,        -8.469386274190e+00,        -8.591557509582e+01,        -6.153490441402e+00,        +1.364738848791e+02,        -7.524060521903e+00,        -5.862482301477e+01,        -8.473243455782e+00,        -8.592896044864e+01,        -4.717182749239e+00,        -1.108915534262e+02,        -7.524060521903e+00,        -5.862482301477e+01,        -6.151572609542e+00,        +1.364423726490e+02
 1.12000000e+02,        -6.267189994573e+00,        +1.350820827419e+02,        -7.477443047687e+00,        -5.911401197515e+01,        -4.650071571131e+00,        -1.126914626662e+02,        -8.550780839977e+00,        -8.729912422315e+01,        -7.477443047687e+00,        -5.911401197515e+01,        -6.269736652800e+00,        +1.351143047930e+02,        -8.546799520903e+00,        -8.728637273179e+01,        -4.649901279164e+00,        -1.126918132306e+02,        -4.650071571131e+00,        -1.126914626662e+02,        -8.546799520903e+00,        -8.728637273179e+01,        -6.266472819191e+00,        +1.350705321662e+02,        -7.481845302900e+00,        -5.909001149605e+01,        -8.550780839977e+00,        -8.729912422315e+01,        -4.649901279164e+00,        -1.126918132306e+02,        -7.481845302900e+00,        -5.909001149605e+01,        -6.264463054894e+00,        +1.350390321554e+02
 1.13600000e+02,        -6.389177707022e+00,        +1.336487841817e+02,        -7.429546756462e+00,        -5.958839983081e+01,        -4.582068608257e+00,        -1.145112248875e+02,        -8.632965633627e+00,        -8.868326855373e+01,        -7.429546756462e+00,        -5.958839983081e+01,        -6.391865804462e+00,        +1.336808712262e+02,        -8.628856826606e+00,        -8.867121545547e+01,        -4.581895564299e+00,        -1.145116268600e+02,        -4.582068608257e+00,        -1.145112248875e+02,        -8.628856826607e+00,        -8.867121545547e+01,        -6.388468214821e+00,        +1.336353662095e+02,        -7.433950250086e+00,        -5.956295150601e+01,        -8.632965633627e+00,        -8.868326855373e+01,        -4.581895564299e+00,        -1.145116268600e+02,        -7.433950250086e+00,        -5.956295150601e+01,        -6.386360444773e+00,        +1.336039257287e+02
